Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Curacao;CUW;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28613,90007;29474,59073;29555,43758;29035,65151;28598,56618;28067,07899;27802,9785;27932,58871;28186,87088;27855,14058;27527,4893;27305,37387;27061,85357;26539,61024;25869,78189;25604,92944;25113,69509;24599,93783;24193,61298;23659,23473;19607,43188;20783,08561;
Cayman Islands;CYM;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;84778,38463;84870,01221;82125,11489;74068,88086;70095,89581;69103,24371;68270,03664;67537,54884;67762,36084;68135,46407;68824,42604;69534,77191;71046,02185;72402,83665;67093,4024;67500,1043;
Cyprus;CYP;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25232,60938;24769,65625;26386,57813;25937,3125;26905,3457;28631,46875;28530,57617;28871,86523;30262,83789;31421,7832;32943,90625;33878,89453;34739,77734;35220,44531;36499,23438;37723,33203;38847,97656;39968,39453;40398,67969;38536,03516;38398,55469;37587,21484;35742,66797;33465,82813;33235,25781;34567,80078;36671,55078;38415,10938;40092,67578;41739,46484;39464,53516;41694,25781;
Czechia;CZE;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23585,18149;20895,87976;20768,78817;20760,05425;21356,3128;22758,59681;23756,97839;23659,32079;23597,30618;23948,38503;24976,50632;25833,41467;26289,62614;27239,55944;28542,25482;30384,44665;32352,81297;33956,24598;34580,44335;32782,61235;33483,13759;34002,18978;33688,09983;33661,46842;34386,70491;36168,41856;37014,95929;38824,88792;39941,28535;40989,72662;38639,97952;40740,99398;
Germany;DEU;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36699,4817;38294,15494;38734,93841;38105,2306;38881,56912;39366,08864;39568,60247;40218,84688;41022,61463;41769,81203;42928,18134;43576,63653;43417,308;43089,47382;43605,27867;43949,28818;45678,08192;47100,6097;47643,22274;45044,48639;46999,23997;49757,92416;49872,44749;49954,17375;50845,527;51159,29746;51879,67259;53071,45557;53431,39287;53874,31665;51840,32969;53179,6544;
Djibouti;DJI;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3664,268036;3854,269956;4073,622455;4291,297376;4451,683846;4589,378326;4768,113005;4753,887886;4913,256441;
Dominica;DMA;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7855,821042;8000,850604;8166,646892;8336,286612;8335,666251;8587,936522;8859,004087;9063,767648;9425,365624;9491,783456;9763,941226;9785,339961;9493,427412;10070,00429;10357,23355;10409,98209;10884,25314;11570,17241;12392,82974;12246,99409;12335,10993;12309,86222;12153,68773;12044,22187;12516,38405;12063,89568;12385,26909;11511,60642;11849,30154;12395,42047;10255,76098;10878,03698;
Denmark;DNK;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39027,97874;39469,32281;40108,89195;39979,75738;41969,68871;43015,67751;44013,38559;45260,13712;46096,36972;47298,53735;48907,0114;49133,2231;49204,89901;49262,64497;50446,5416;51483,27379;53322,289;53569,02802;52982,53174;50114,05005;50825,41229;51293,20618;51216,30941;51479,26645;52048,33549;52892,64603;54185,00848;55356,68078;56178,77463;56813,96416;55518,5971;57962,65409;
Dominican Republic;DOM;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6207,112113;6137,104479;6688,870434;7040,486;7085,282217;7349,36349;7650,113371;8189,045838;8599,564743;8970,394238;9246,309416;9333,570488;9613,331698;9351,323951;9460,912911;10215,49937;11009,27507;11677,25413;11899,22765;11856,04742;12677,01756;12905,28899;13087,94899;13555,51136;14334,73386;15145,46946;15967,20228;16524,53384;17484,12176;18171,06096;16768,4261;18626,07868;
Algeria;DZA;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8828,874473;8517,376962;8471,527605;8109,883559;7869,270272;8013,123442;8195,86048;8147,878198;8435,035658;8584,071496;8786,19035;8926,110134;9299,682134;9835,161709;10114,72556;10566,37284;10592,24711;10775,53211;10847,17663;10824,57636;11007,74661;11113,96889;11270,70105;11360,63761;11561,2598;11751,63412;11888,32297;11809,48303;11725,87774;11627,27992;10844,77076;11039,80526;
East Asia & Pacific (excluding high income);EAP;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2191,941063;2322,874014;2520,700742;2742,319786;2979,692249;3221,046579;3458,62134;3641,453717;3623,529527;3791,219557;4025,903623;4243,665926;4524,404722;4863,825584;5240,628666;5681,497744;6215,210015;6882,7381;7384,74012;7864,025436;8550,18907;9178,83099;9775,427505;10375,74777;10984,85664;11608,43105;12263,12968;12968,75984;13709,75489;14408,7382;14457,50917;15378,34773;
Early-demographic dividend;EAR;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4500,822843;4591,99239;4677,177169;4733,824642;4801,291187;4858,011533;5045,536787;5169,268053;5174,029763;5212,970965;5345,243211;5331,356429;5363,592511;5576,784544;5832,806582;6087,854317;6358,458854;6632,02056;6762,690975;6775,877254;7111,452748;7355,360248;7579,739648;7805,716333;8055,930958;8344,517113;8653,274535;8957,86274;9219,401896;9348,171875;8863,437923;9358,508625;
East Asia & Pacific;EAS;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5160,148431;5363,442775;5564,922627;5775,165474;6047,289729;6354,646306;6668,025805;6882,374443;6792,567388;6996,592254;7328,934945;7529,679528;7833,349789;8196,980058;8650,995211;9136,929935;9707,260831;10414,52809;10849,16477;11123,60184;11935,66464;12551,73661;13146,5435;13766,22055;14362,53615;14972,30958;15609,9089;16329,77865;17055,40967;17702,64706;17599,23248;18577,41935;
Europe & Central Asia (excluding high income);ECA;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15439,25609;14518,3836;12851,19729;11922,71402;10451,53281;10150,10689;10038,8104;10266,05834;10080,26952;10326,18319;11185,60515;11536,84447;12160,60647;13014,20737;14089,53973;15062,90804;16262,59357;17499,35712;18172,39408;16951,64339;17777,10884;18744,85499;19334,43686;19912,77842;20053,23838;19966,91943;20131,56611;20765,97718;21332,38591;21736,58121;21361,43541;22767,82145;
Europe & Central Asia;ECS;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23589,89946;23304,92133;22693,62775;22225,24177;22034,10463;22346,67678;22620,77906;23222,26742;23675,7707;24313,40445;25433,33253;26011,01361;26500,08505;27078,05214;28046,53918;28859,05236;30061,59087;31242,79973;31608,90041;29994,04434;30749,51115;31541,863;31638,60783;31842,45688;32244,63284;32662,44225;33125,03113;34019,22535;34737,71216;35328,93216;33500,55876;35470,97272;
Ecuador;ECU;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8120,001161;8281,087175;8279,568276;8277,1545;8466,248745;8496,696732;8487,086198;8697,353726;8825,486974;8263,37727;8211,711254;8395,832658;8589,283867;8670,21074;9220,325409;9542,224995;9792,42182;9836,419105;10284,95427;10170,65094;10355,82266;10988,72211;11424,15233;11806,92384;12073,81042;11908,21578;11587,8253;11679,43023;11608,41905;11390,21697;10356,9742;10668,75829;
Egypt, Arab Rep.;EGY;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5971,776514;5895,104988;6017,301083;6051,327466;6152,077793;6298,124229;6471,301925;6681,159822;6904,003456;7168,820767;7469,113061;7575,762661;7596,319495;7676,936162;7830,367934;8019,872675;8403,553615;8825,251063;9273,412171;9518,779115;9807,835612;9762,973654;9757,136591;9742,143557;9793,954621;9999,190692;10218,39381;10435,91719;10783,76165;11180,69706;11380,847;11566,04965;
Euro area;EMU;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32700,2106;33412,29505;33726,15571;33357,36443;34073,35763;34814,47297;35321,34349;36201,10391;37224,6201;38219,18502;39569,65049;40301,82911;40504,01238;40593,12607;41306,14801;41801,40063;42968,75148;44043,92046;44012,42918;41864,61336;42642,06695;43412,74191;42911,3399;42650,71897;43096,81405;43847,30453;44539,87659;45607,16041;46315,06991;46998,75359;43989,95834;46314,00516;
Eritrea;ERI;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Spain;ESP;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27528,41325;28157,5269;28280,32609;27843,85935;28372,03143;29025,99458;29674,39275;30644,37944;31858,49911;33154,46662;34738,05682;35854,58472;36317,10068;36729,76971;37228,79822;37942,00758;38836,59379;39498,59133;39218,29162;37409,64287;37298,4693;36863,4931;35749,51279;35363,51055;35964,4613;37373,95072;38476,7872;39528,92539;40255,25376;40760,30896;35967,89153;37913,07573;
Estonia;EST;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12730,71741;13558,56853;15503,84483;16332,81993;16215,57895;17765,20753;18952,10701;20364,00874;22049,68279;23691,15299;26096,98834;28814,92032;31140,57984;29621,76453;25337,17524;26015,74635;27990,13641;28997,32288;29525,11886;30494,0963;31038,80463;32008,93436;33821,93291;34979,86705;36153,43195;35883,26533;38717,69615;
Ethiopia;ETH;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;767,1704186;683,0347344;598,9227518;655,2132181;653,8867319;671,5410287;731,1846218;730,874982;684,3326309;698,1934253;719,0044355;756,2725644;745,5377945;708,5326637;781,9135167;849,8476733;915,6734383;991,8834008;1068,138009;1130,03184;1236,479409;1336,066951;1411,135929;1518,143762;1629,18907;1750,672731;1864,487668;1987,968754;2067,456497;2181,658877;2253,235788;2319,068252;
European Union;EUU;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28533,59818;28836,51998;29037,23655;28796,74678;29492,0264;30259,16414;30820,58253;31563,88314;32458,18594;33329,81179;34589,49045;35325,95503;35689,67565;35951,21578;36808,89931;37441,81843;38687,09317;39842,83695;40063,02435;38259,12231;38988,14263;39790,43363;39453,46161;39316,58686;39877,64793;40741,34572;41480,59595;42657,74155;43547,9541;44363,09055;41805,64337;44137,66155;
Fragile and conflict affected situations;FCS;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4865,6586;4351,615063;4111,89497;3783,96689;3334,208773;3153,03579;3106,208021;3149,7287;3219,260957;3246,011201;3356,568724;3451,583012;3529,631022;3526,128032;3842,810009;3964,208136;4118,534704;4290,561651;4391,825836;4294,869667;4471,108282;4405,610007;4577,126701;4622,090095;4563,412115;4518,831383;4563,944877;4601,162046;4637,290823;4647,722656;4372,69834;4357,296538;
Finland;FIN;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32939,38329;30831,60881;29648,74394;29310,30707;30340,82384;31499,80578;32548,01516;34506,77188;36293,39156;37795,05776;39894,19446;40842,34177;41439,01923;42168,69347;43724,96612;44786,90966;46412,20035;48664,26571;48817,98949;44662,10014;45874,6613;46825,82484;45952,24638;45328,57532;44976,77645;45072,59021;46206,78781;47570,13358;48048,52462;48583,43399;47443,9036;48753,35471;
Fiji;FJI;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7889,878577;7633,793301;8078,590115;8226,21364;8628,203239;8827,799864;9201,684087;8909,385714;8921,255886;9594,636972;9328,581303;9415,502379;9618,806183;9619,746478;10031,55723;10006,76691;10097,96166;9927,0223;9961,512291;9772,743601;10019,4125;10254,3588;10368,21584;10830,61022;11411,18367;11903,50161;12179,07068;12822,0136;13311,16689;13241,35395;10966,92512;10359,20369;
France;FRA;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33843,02039;33898,23404;34269,28344;33906,22186;34576,31943;35176,62211;35546,58328;36247,60429;37409,39549;38490,04018;39726,4884;40220,10086;40381,45953;40425,63805;41265,12692;41638,03178;42362,98541;43123,50113;42993,05952;41544,02261;42145,68195;42862,4158;42789,05191;42813,93354;43021,39464;43345,78643;43705,14756;44577,06457;45245,96087;45922,79474;42233,1396;44993,12595;
Faroe Islands;FRO;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Micronesia, Fed. Sts.;FSM;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2925,307925;3085,503576;3132,257991;3287,029415;3184,932525;3362,493614;3242,057344;3036,021467;3114,911909;3153,959158;3301,386765;3365,746732;3382,827703;3441,756562;3346,730839;3430,396574;3447,473053;3407,930578;3351,183878;3414,071937;3500,29508;3601,894507;3523,386577;3381,953914;3291,397061;3429,742747;3446,040632;3522,288311;3513,865259;3540,78241;3455,716531;3315,23023;
Gabon;GAB;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17559,00611;18134,81608;17109,40156;17318,16226;17497,64982;17903,78216;18091,04729;18655,65304;18825,36117;16716,37207;15987,08908;15907,86433;15453,04956;15379,62209;15062,64032;15028,36763;14177,08793;14570,75494;13646,61762;13221,76567;13682,84753;14145,6508;14367,99991;14655,36555;14785,39867;14892,03579;14783,07812;14478,13031;14254,4617;14478,00172;13903,28895;13813,72314;
United Kingdom;GBR;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31537,84779;31093,64172;31134,0426;31832,81835;32973,05958;33718,50908;34274,4103;35679,01928;36698,41106;37678,6944;39080,86676;39770,60602;40303,86724;41369,49593;42099,39454;42926,99277;43533,22051;44302,85947;43887,70713;41592,36477;42270,43429;42389,14626;42705,1483;43192,07794;44247,02967;44948,33597;45574,84782;46372,3866;46878,13496;47362,26461;41984,10572;44978,71472;
Georgia;GEO;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11135,46289;8724,290499;4769,996524;3346,568025;3045,042484;3243,846213;3740,485453;4268,695273;4511,488803;4737,405516;4919,23188;5236,222806;5572,622006;6230,821909;6632,814265;7315,19848;8049,906055;9109,897741;9358,61459;9097,421248;9736,732094;10541,4719;11295,75409;11740,08912;12254,64565;12605,14007;12963,74396;13589,70739;14253,40899;14989,25816;13966,32634;15486,65899;
Ghana;GHA;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2299,638794;2360,512714;2391,986749;2447,408679;2469,241636;2512,112267;2568,070424;2613,725471;2671,266214;2721,603013;2752,164773;2787,125616;2833,588421;2901,107873;2982,887472;3075,962731;3187,576437;3240,592608;3447,274778;3523,789387;3709,395761;4128,560179;4402,545952;4610,027915;4628,901413;4616,619414;4662,011474;4929,567954;5125,24949;5345,941592;5263,526603;5435,237685;
Gibraltar;GIB;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guinea;GIN;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1507,198522;1485,435233;1485,421355;1512,979862;1526,255636;1552,491664;1576,423867;1624,346399;1651,998718;1676,718212;1685,276331;1724,435503;1785,573305;1767,791039;1771,045298;1788,389653;1772,714977;1850,637203;1881,269791;1815,315777;1856,490189;1912,817857;1976,958089;2005,381908;2028,514781;2053,111602;2217,109307;2383,578867;2471,719002;2545,140202;2604,117234;2640,344191;
Gambia, The;GMB;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2080,158085;2059,832049;2047,02756;2034,401653;1974,055729;1933,309834;1919,260297;1955,317298;1965,277145;2030,69648;2081,222296;2139,55658;2011,854032;2089,62103;2173,159364;2060,522819;1988,097002;1986,395964;2046,134217;2115,614823;2172,193837;1934,727946;1974,094057;1969,77695;1885,142034;1905,822994;1889,138021;1927,039942;2012,59077;2083,309058;2042,620289;2076,566434;
Guinea-Bissau;GNB;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1998,173206;2057,174302;2020,741837;1997,076379;1998,836536;2035,223783;2224,748653;2324,843826;1641,030749;1627,07535;1681,406229;1681,956015;1628,730327;1600,670908;1606,582143;1635,41434;1632,505146;1643,376899;1652,884361;1665,200793;1697,495589;1787,073969;1710,02377;1718,862075;1690,091136;1748,029233;1811,300971;1872,309281;1851,886546;1890,533103;1803,630591;1831,383229;
Equatorial Guinea;GNQ;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;936,4197507;893,097341;1159,738622;1240,908573;1394,786465;1578,04944;2530,19877;6084,623075;7242,224926;8749,425868;9890,817737;15389,15599;17534,84708;19081,92623;25164,15329;28075,17808;28879,35209;31770,01479;35688,64707;34479,89483;29944,2618;30502,60047;31680,65974;29143,0218;28106,19839;24563,5006;21566,05705;19617,84471;17764,96963;16240,36981;15132,37997;14637,00735;
Greece;GRC;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24262,84258;24716,51743;24700,13059;24162,37153;24522,52599;24920,72894;25521,27937;26534,49505;27415,62595;28149,84376;29133,83944;30180,22585;31249,39735;32981,35178;34564,91128;34670,18503;36520,04803;37619,66086;37394,17253;35691,94594;33693,21148;30318,40467;28322,57306;27810,91123;28129,96132;28260,38667;28239,91921;28604,86094;29141,17438;29721,58576;27103,54091;29548,03891;
Grenada;GRD;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8571,903026;8628,730104;8446,736918;8189,449503;8247,342309;8351,251586;8656,514185;9030,13349;10029,63023;10658,9818;11116,61171;10840,76489;11182,83324;12183,87401;12019,21689;13523,77752;12897,59435;13597,08272;13634,03075;12645,69184;12493,88455;12493,16395;12242,95274;12420,1483;13215,91335;13948,46699;14351,28609;14869,98257;15401,72682;15393,79115;13175,42279;13688,2558;
Greenland;GRL;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guatemala;GTM;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5561,070684;5611,542265;5730,645953;5805,709528;5891,327439;6033,042695;6064,020817;6181,172344;6338,338074;6428,047976;6499,883285;6493,60647;6589,737074;6612,669877;6676,704533;6753,682536;6972,381592;7269,20626;7365,280436;7262,500109;7335,988974;7503,674656;7590,755467;7734,117707;7939,374378;8125,655534;8206,047987;8322,21681;8469,115288;8671,702718;8390,22218;8926,700117;
Guam;GUM;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guyana;GUY;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4818,387995;5131,020155;5522,384552;5956,328067;6444,218961;6749,160113;7267,894139;7700,340088;7556,175332;7766,33261;7649,94956;7816,526114;7899,714152;7847,303431;7971,43079;7823,267499;8239,124692;8853,169801;9036,88507;9399,297185;9831,809397;10394,14229;10946,45463;11293,94962;11427,87307;11446,76348;11819,15486;12193,62168;12374,2195;12820,4897;18430,56975;21925,18686;
High income;HIC;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31819,89163;32081,45531;32512,06509;32677,23658;33507,4369;34265,68241;35079,02962;36034,8372;36791,23561;37782,5609;39126,43337;39476,58713;39852,34233;40524,30714;41703,24174;42654,36844;43711,31316;44602,89864;44560,26394;42786,24309;43834,22263;44578,08383;44945,5831;45347,73651;46051,35778;46897,26934;47506,29923;48405,63822;49325,28599;49982,67003;47613,98473;50122,09454;
Hong Kong SAR, China;HKG;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28797,69002;30188,37286;31802,44413;33199,34331;34419,34787;34545,53233;34452,98839;35909,79239;33516,35555;34029,93871;36316,24063;36251,75598;36689,48906;37885,54804;40861,68222;43689,33901;46462,46154;49042,77541;49787,64267;48458,86939;51359,80777;53471,79542;53783,94408;55229,60662;56358,04417;57214,69066;58098,3944;59842,213;61055,33813;59588,51861;55888,68833;59978,14846;
Honduras;HND;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3912,702045;3678,262009;3793,711119;3928,371716;3827,993106;3953,102425;3916,741386;3985,107634;4020,585805;3886,985474;4058,028862;4058,111643;4101,276992;4179,422864;4330,739318;4482,757686;4665,767292;4842,422771;4936,869076;4714,679264;4790,109573;4874,873584;4978,074023;5020,936864;5079,70345;5180,186694;5287,25283;5447,698792;5561,262533;5613,660588;5028,145109;5572,176988;
Heavily indebted poor countries (HIPC);HPC;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1833,686584;1802,279575;1742,077;1705,015737;1656,661105;1691,745071;1729,768708;1782,277025;1793,192764;1799,145018;1804,709374;1828,581433;1835,797733;1856,33381;1906,253349;1958,231426;2016,43267;2071,303583;2127,969097;2141,866529;2210,279377;2239,003513;2245,100089;2306,050804;2370,125432;2408,298197;2447,161686;2494,346076;2526,101544;2561,602783;2496,646748;2519,122586;
Croatia;HRV;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15070,85527;16234,40555;17320,8777;17734,50501;17678,38978;18364,97868;19672,19614;20793,76492;21944,42664;22849,65284;23793,05304;24949,93511;26203,43494;26731,1674;24834,34485;24586,13061;24649,7958;24148,74536;24119,75722;24114,22435;24927,03492;25995,19135;27206,96541;28219,96302;29347,54823;26945,90786;31630,17664;
Haiti;HTI;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3598,982246;3593,639305;3336,836473;3095,55799;2674,591594;2884,891411;2948,952968;2973,391046;2983,340255;3008,93461;2980,191654;2917,113527;2896,808541;2946,377151;2859,126021;2898,317526;2900,4378;2987,130079;3017,074731;3143,773433;2932,279149;3047,274572;3015,858658;3099,477322;3106,984955;3141,046806;3153,176309;3187,789761;3197,141265;3101,594122;2959,089444;2870,145037;
Hungary;HUN;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16429,70108;15932,49962;15858,78549;16348,53148;16615,16255;16657,44386;17215,65523;17928,73453;18531,74965;19412,18341;20249,44764;21270,01248;22200,10341;23362,8116;24414,58278;25417,54706;25527,56386;25829,03244;24162,26769;24477,57531;25005,28666;24820,51611;25337,58723;26481,16572;27528,30585;28217,35404;29501,12042;31122,50279;32649,14161;31231,59594;33593,15197;
IBRD only;IBD;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5116,733883;5053,41968;4997,562241;5042,844569;5082,508842;5191,320842;5381,774594;5560,655266;5590,508573;5729,395342;5987,870656;6128,863995;6331,342946;6633,9941;7054,60574;7459,919455;7965,71837;8553,300694;8925,303122;9027,883802;9597,802244;10060,87098;10469,40253;10865,01614;11245,77842;11601,49993;12015,75251;12513,21985;13002,57694;13383,29839;13012,92522;13839,22626;
IDA & IBRD total;IBT;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4538,199609;4480,466008;4428,595067;4452,416904;4471,158318;4557,027383;4711,363735;4852,544944;4873,80896;4980,219133;5182,89532;5293,421606;5454,263862;5693,796821;6032,955653;6357,122347;6758,010535;7219,538401;7508,04313;7588,309684;8030,581682;8383,867925;8693,99694;9004,307869;9305,840855;9576,742305;9885,429957;10255,78769;10619,08596;10892,92253;10568,34134;11160,60053;
IDA total;IDA;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2237,895313;2223,323144;2211,007058;2176,550114;2140,45083;2165,630746;2211,85786;2240,553572;2259,723498;2278,549932;2314,326844;2354,573051;2410,243053;2473,397849;2577,676437;2674,359275;2777,103487;2880,770644;2956,743963;3026,020054;3130,40857;3208,964202;3278,978257;3389,337714;3513,025809;3596,133348;3666,621596;3747,942248;3839,988983;3911,151084;3821,114736;3888,340408;
