Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
IDA blend;IDB;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3253,773256;3233,728496;3259,834435;3175,065912;3131,003186;3127,215901;3183,12302;3157,847329;3161,363849;3156,918518;3189,479405;3235,732625;3351,716201;3447,525177;3620,272343;3751,369151;3879,553657;4003,143299;4053,127442;4164,856523;4278,187832;4358,002001;4448,424889;4589,362499;4749,25372;4844,151839;4865,83119;4909,035246;5012,888569;5050,077436;4883,773201;5039,772628;
Indonesia;IDN;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4519,722794;4742,62213;4965,13361;5200,022744;5500,552602;5856,211892;6212,671276;6401,215169;5474,59757;5435,755249;5621,262041;5744,493988;5921,077847;6121,666192;6348,294579;6625,614665;6899,851204;7242,018166;7578,205221;7828,809188;8212,634454;8610,528848;9015,800861;9402,107954;9759,025207;10121,84092;10519,29506;10941,92095;11397,4314;11857,78912;11515,74035;11858,14651;
IDA only;IDX;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1740,200394;1725,337074;1691,585037;1684,627644;1651,700608;1691,867696;1732,300702;1788,978223;1815,503858;1846,054395;1882,199066;1917,835306;1941,756615;1989,15195;2058,466214;2138,263281;2229,109297;2323,318674;2413,142571;2459,444609;2558,766195;2636,640515;2696,747871;2792,577114;2899,229184;2978,576888;3078,071369;3182,671915;3271,491353;3363,073302;3313,215801;3336,421764;
Isle of Man;IMN;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
India;IND;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1819,021597;1800,010902;1859,714851;1908,578224;1994,943942;2103,727155;2218,824342;2264,795571;2359,892551;2521,576658;2571,149656;2646,878224;2699,178102;2861,574708;3037,063815;3225,54433;3432,819251;3642,00241;3701,395479;3937,237642;4213,362991;4374,232272;4551,862127;4780,120345;5071,047084;5411,875588;5789,678066;6112,06665;6436,153402;6608,624078;6114,03158;6592,041791;
Not classified;INX;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ireland;IRL;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26706,25581;27065,53476;27780,22925;28386,00242;29901,75001;32614,96611;34745,80388;38190,49806;41107,29907;44926,52894;48500,34737;50266,95767;52342,86036;53049,16786;55623,88684;57548,99679;58812,30625;60170,41824;56312,50413;52902,88813;53500,91489;53712,28574;53482,20065;53800,20878;58027,83898;71490,80309;72106,79863;77749,20196;83340,3916;86681,27013;91099,74854;102496,22;
Iran, Islamic Rep.;IRN;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9442,248116;10239,68124;10331,3292;10114,03948;9904,10017;10006,93315;10503,59246;10495,13133;10547,83973;10589,98471;11026,10181;11098,44624;11878,86236;12785,93014;13126,58255;13328,95639;13780,72793;14689,56045;14525,76025;14473,83289;15099,46019;15302,20194;14541,84937;14113,45779;14538,52187;14010,85826;14968,59505;15163,29231;14628,94634;14084,35351;14432,36271;15004,68797;
Iraq;IRQ;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7449,471655;2650,086869;3410,740508;4234,240603;4190,641249;4136,325678;4445,65263;5222,930074;6822,681016;7763,872534;8779,792562;8654,453692;7693,858039;4726,974048;7044,686825;6952,88933;7292,887057;7493,843917;7955,696098;7933,821176;8178,305252;8493,082467;9251,982403;9503,87504;9194,864078;9371,213487;10404,20387;9976,854942;9995,049513;10299,31629;8919,797456;8962,394143;
Iceland;ISL;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33666,1805;35014,19909;36732,93193;39017,43768;40103,86599;41530,51732;42626,92307;42484,51611;43095,35686;46051,74389;48104,65181;49956,84865;52827,01012;52999,43754;48770,95034;47457,62292;48186,16729;48440,25508;50168,68853;50450,74161;52142,93281;54665,76392;55638,49206;56816,36361;56923,17245;52174,57238;53586,15564;
Israel;ISR;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26668,61911;27520,0459;27858,39981;28349,14712;28556,79575;30223,88276;29618,41799;28994,697;28872,81882;29724,14725;30412,0788;31547,23172;32861,67314;33332,58845;32832,731;34065,84203;35301,81998;35552,85326;36436,38435;37144,4807;37321,01696;38251,29694;39121,29583;39936,76775;40810,0545;39351,89598;42061,24092;
Italy;ITA;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36585,6799;37122,82193;37407,11132;37065,43412;37855,00774;38947,20131;39429,49556;40129,90188;40844,74561;41501,78837;43053,93306;43869,42794;43915,38534;43781,21998;44118,03664;44260,82742;44918,17035;45356,53672;44623,60202;42074,92125;42664,35527;42892,30556;41501,71123;40268,11279;39898,52646;40247,82904;40837,73763;41581,12079;42045,92147;42739,04991;39065,2821;41929,43111;
Jamaica;JAM;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8692,502235;9038,113567;9128,911769;9889,121684;9924,544809;10055,79994;9951,085267;9752,657289;9445,077987;9471,598639;9496,543122;9575,8761;9719,602501;10027,36871;10110,53531;10151,97662;10396,59323;10500,33395;10376,10238;9885,023929;9700,027418;9823,773528;9715,208354;9718,624763;9745,554008;9800,50685;9906,04022;9984,577117;10160,76327;10244,36619;9198,148405;9596,564404;
Jordan;JOR;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8127,626506;7839,873323;8500,025788;8426,271395;8426,701622;8587,846639;8480,816993;8530,064258;8586,142779;8686,438402;8866,477645;9140,067009;9463,036536;9636,589162;10204,41281;10751,77125;10862,46176;11028,31216;11540,40374;11856,2888;11866,88083;11885,23866;12001,99026;11542,29252;10605,34929;9912,713159;9633,100767;9629,102999;9584,50699;9551,165384;9203,375773;9223,147538;
Japan;JPN;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32846,38961;33870,37404;34048,78455;33782,73545;34053,52423;34867,58039;35878,78947;36144,61755;35588,62512;35405,08013;36323,0953;36375,58642;36306,3302;36784,88103;37576,38989;38250,63801;38751,005;39280,8949;38781,19873;36577,8634;38069,95604;38149,61811;38735,89635;39569,63657;39739,54112;40402,58151;40727,96888;41444,21574;41739,20332;41697,41194;39935,46472;40784,38177;
Kazakhstan;KAZ;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13475,6399;11917,71405;11294,73658;10292,19832;9126,25583;8552,451997;8726,538477;9016,003247;8998,901209;9330,564789;10275,76187;11682,84179;12827,23108;13973,07774;15208,44025;16536,01541;18112,7787;19500,47894;19770,21665;19614,73532;20751,25724;21970,08392;22702,57884;23720,81607;24355,75612;24290,41763;24210,86296;24862,96612;25544,34476;26351,80444;25361,50799;26110,53004;
Kenya;KEN;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3655,362057;3590,744754;3455,491337;3367,167823;3357,710461;3408,542222;3455,100674;3379,896493;3398,472045;3380,77644;3303,326445;3325,911902;3244,176334;3241,674665;3306,789954;3399,403994;3513,348269;3644,334913;3545,593502;3555,988259;3735,792926;3824,197467;3899,167071;3950,881432;4055,113188;4163,924747;4244,857626;4312,908917;4464,813211;4601,211373;4498,382638;4743,486432;
Kyrgyz Republic;KGZ;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5158,317569;4671,52285;3978,909914;3362,829;2688,351778;2517,28445;2656,01772;2877,098569;2893,417535;2954,954122;3078,909252;3212,133547;3182,232895;3370,430199;3563,875363;3517,720509;3588,089918;3857,653909;4142,211454;4210,626347;4141,077206;4334,660789;4259,318204;4631,403267;4722,086002;4805,141092;4912,382484;5046,691535;5133,151914;5258,366696;4726,196559;4814,956438;
Cambodia;KHM;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1716,840958;1077,898492;1153,926483;1193,230871;1214,011729;1244,980945;1376,046717;1486,107114;1578,627701;1652,538132;1761,421102;1909,418456;2124,837457;2313,330332;2505,520349;2629,259058;2592,155461;2706,991816;2856,530786;3021,332219;3197,5321;3378,364591;3565,245067;3761,911338;3972,724164;4217,621791;4464,29445;4276,184539;4354,565206;
Kiribati;KIR;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2045,236826;2005,513122;1989,629741;1976,684683;1981,429682;1951,835054;1952,542766;1950,331793;2041,964621;1976,36843;2063,556002;1994,917487;2028,594195;2027,558278;1954,683015;2010,928798;1971,39879;1973,749754;1895,889788;1874,509421;1819,201351;1819,656585;1883,17344;1932,235337;1883,230556;2038,48644;1997,822854;1962,319554;2033,728279;1990,517968;1944,846959;1937,089296;
St. Kitts and Nevis;KNA;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14178,57092;13946,44585;14414,53064;15191,82301;15786,24446;16421,39454;17160,26683;18096,55206;17774,76086;18103,55161;19642,95237;20438,84982;20593,89838;19712,70174;20434,91272;22354,21915;22985,16554;23053,86747;25554,31201;24622,87307;24572,83154;24876,69729;24672,40071;26058,2699;28019,89443;28219,10914;29329,47846;29333,39318;29950,49332;31194,73719;26700,66873;26485,81724;
Korea, Rep.;KOR;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12656,39606;13882,42101;14590,533;15436,38786;16698,27616;18120,4939;19364,94137;20367,97364;19184,22375;21232,60976;22963,63854;23893,89701;25591,39905;26260,36841;27515,95177;28640,70624;29990,522;31569,9312;32275,12525;32363,96866;34394,49049;35388,97691;36049,19349;37021,13416;37967,47562;38828,741;39814,65893;40957,41806;41965,89054;42758,59037;42396,76194;44232,20573;
Kuwait;KWT;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41446,96375;54426,32614;59468,75149;61826,11827;60443,91815;59894,1514;60105,80593;57210,53649;58117,18058;56580,98937;56701,05941;64811,18196;69723,61729;74294,34666;75551,11092;75498,23036;73162,90044;64468,79344;59780,02985;61356,9356;60588,15596;57051,7438;55583,56167;53808,12576;53476,12104;50007,29954;48943,00622;47314,79686;43922,63021;;
Latin America & Caribbean (excluding high income);LAC;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10434,34931;10570,67891;10640,84716;10910,15156;11308,88777;11150,74773;11407,44531;11814,0485;11929,96716;11801,64028;12041,96781;11894,3294;11787,80261;11922,17543;12399,98467;12729,21537;13217,30269;13760,66927;14116,83163;13661,12738;14420,04473;14905,38635;15104,65338;15376,33679;15448,64178;15380,49072;15215,37203;15363,22034;15455,71539;15408,19992;14275,38643;15093,56575;
Lao PDR;LAO;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1939,086239;1966,43868;2019,391345;2082,097554;2194,526868;2291,874436;2394,068351;2505,624175;2557,183955;2696,163939;2804,818277;2918,387322;3043,482844;3181,054976;3336,899783;3522,2879;3765,648668;3988,169721;4234,00189;4482,899762;4793,223985;5103,54896;5434,834686;5789,2754;6145,497219;6499,072932;6850,580907;7211,259089;7546,334254;7840,071383;7763,948881;7846,975022;
Lebanon;LBN;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5862,836598;8587,33702;9788,923217;10634,39185;11291,28918;11802,42348;12891,5496;12795,04674;13037,97375;12752,06292;12711,94656;12993,86252;13264,98883;13516,33442;14198,55134;14365,58671;14350,74792;15394,1852;16522,33483;17979,25791;19239,56483;19216,9679;19202,54743;18180,36684;16863,63723;16611,72019;17248,18948;17808,07689;17970,93902;17172,19765;13780,95844;12977,2023;
Liberia;LBR;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1725,144894;1724,05975;1742,789142;1207,726032;1224,57175;1232,456857;1258,729846;1311,445268;1349,028232;1376,453102;1418,675819;1475,839269;1538,407221;1635,95825;1613,86548;1581,055113;1525,458013;1533,411238;1521,733471;1455,637649;1383,828099;1423,229589;
Libya;LBY;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26668,44434;27130,46834;26040,31297;25173,15483;27744,88085;28244,26186;30782,93147;32040,95347;33345,94914;32590,65917;30510,86058;31394,16175;16356,36266;32214,90633;25907,75689;19569,90049;19108,94383;18554,4806;24212,91093;25734,16863;22535,44562;16924,15045;21965,17331;
St. Lucia;LCA;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11419,09982;11305,722;12025,49411;11918,58185;11950,98888;12017,28667;12238,28569;12037,23931;12679,68363;12903,05995;12808,66517;12287,85607;12247,13384;12671,68633;13493,93843;13345,37176;14079,8673;14228,47063;14838,96442;14324,69317;14448,2644;15133,39718;15017,7459;14469,64889;14605,22027;14339,10946;14810,63705;15247,45884;15622,77804;15460,80076;11651,16713;13045,95538;
Latin America & Caribbean;LCN;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10577,28917;10730,46617;10842,74003;11122,61321;11523,82311;11406,41929;11679,78858;12110,27607;12249,62735;12132,27436;12381,92306;12258,01792;12160,93913;12309,54363;12819,46409;13162,01154;13662,87722;14214,38489;14577,55622;14121,61288;14878,30672;15385,63621;15627,59517;15913,82636;15996,42791;15944,90859;15796,87948;15950,88588;16081,44917;16065,14698;14874,12963;15774,80686;
Least developed countries: UN classification;LDC;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1604,086116;1594,318523;1561,523814;1523,32906;1492,614697;1539,713219;1587,103513;1636,394635;1658,351381;1686,020503;1717,395746;1767,853852;1807,147066;1853,799256;1926,850188;2022,430427;2118,044082;2228,212284;2323,362032;2367,00124;2455,800606;2515,582317;2559,415786;2639,808082;2733,943874;2798,196778;2872,695483;2947,056831;3021,02213;3108,799912;3068,815388;3059,281205;
Low income;LIC;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1496,073772;1473,673149;1400,441929;1370,08893;1327,039002;1352,000563;1388,717133;1437,805681;1440,559847;1446,68346;1446,784911;1480,478651;1481,240361;1494,24248;1531,518775;1580,021852;1627,189985;1685,255479;1725,190331;1743,873854;1812,746492;1831,512005;1809,293434;1848,904931;1902,157073;1935,967452;1971,326741;2002,507429;2025,001917;2045,670659;1998,018659;1989,177766;
Liechtenstein;LIE;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sri Lanka;LKA;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4011,656201;4145,949031;4279,296617;4526,591566;4735,260806;4955,054036;5108,516616;5405,247372;5630,645975;5841,736802;6154,546243;6016,460193;6205,527876;6518,903337;6816,027253;7182,988242;7674,513573;8135,801139;8558,664101;8800,107188;9440,672169;10190,34917;11055,63389;11414,16682;12029,37545;12420,55297;12904,85386;13584,19311;13753,05489;13639,02189;13095,76029;13386,68132;
Lower middle income;LMC;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3264,864212;3255,552276;3267,714973;3232,142325;3223,753905;3301,378734;3420,605633;3473,248754;3454,121516;3541,942331;3633,808874;3718,913044;3824,157971;3998,408526;4194,615016;4379,352297;4593,171869;4835,246092;4955,561369;5090,806971;5340,054144;5510,203621;5667,217399;5857,887415;6094,738274;6309,611526;6592,078118;6842,90534;7089,21669;7259,817425;6930,946452;7241,60019;
Low & middle income;LMY;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4352,658049;4310,506754;4258,703536;4278,133849;4289,698549;4364,984009;4510,551157;4646,891569;4664,222819;4769,661379;4966,848767;5074,63899;5231,366738;5466,218421;5793,758609;6110,930861;6498,460831;6945,740569;7222,036965;7308,857718;7751,459023;8094,312038;8400,883774;8711,608516;9007,01197;9270,948368;9575,801998;9933,87501;10281,94979;10545,95738;10239,35566;10806,68649;
Lesotho;LSO;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1265,91891;1331,527059;1401,932101;1430,378721;1495,948302;1526,454697;1594,561686;1638,963564;1653,219586;1653,922691;1714,250176;1774,556117;1789,136017;1874,944213;1914,018167;1988,332201;2073,115704;2152,656244;2258,376816;2214,311607;2315,276789;2404,362774;2535,470842;2557,00032;2574,296385;2625,637083;2688,134599;2571,694113;2541,452759;2533,119058;2292,19521;2295,232215;
Late-demographic dividend;LTE;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5294,801303;5226,700207;5092,985998;5179,252665;5267,031719;5463,725513;5648,597602;5865,303269;5916,66818;6128,080597;6505,272748;6780,261605;7123,84252;7554,359658;8104,365745;8651,752326;9369,658783;10224,68123;10835,94501;11057,60136;11824,98478;12552,61391;13170,90532;13761,02732;14341,70635;14845,0261;15364,82917;16040,75403;16787,8814;17454,29053;17338,40907;18480,49014;
Lithuania;LTU;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10640,36003;11274,64011;12302,1012;13317,90773;13259,61695;13846,68329;14872,37909;16004,4389;17839,78274;19226,46927;21053,1846;22977,99665;25835,36802;26784,88003;23065,06196;23942,76036;25968,58342;27330,89595;28589,02666;29855,83149;30748,19631;31925,80342;33761,87124;35446,70808;37184,4536;37166,41158;39305,61305;
Luxembourg;LUX;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70860,81912;75961,66872;76323,30475;78468,92176;80365,22451;80379,12763;80401,03202;83702,81353;88185,80011;94115,38403;99301,527;101143,148;103317,3311;104743,0001;107634,8372;108632,36;113346,0358;120647,823;118154,6672;112230,0814;114343,9881;112998,3905;112137,1355;113050,6633;113313,5789;113182,7286;116283,6997;114985,8422;114164,4686;114542,4969;111751,3148;115683,4937;
Latvia;LVA;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9599,146005;9959,121033;10947,78118;11751,71414;12174,30376;12989,89842;13990,84384;15157,6208;16593,91768;18165,74941;20331,70003;22975,56276;25466,78292;24899,64638;21704,32379;21173,4018;22117,40668;23970,45251;24715,06571;25423,48911;26628,35468;27509,33633;28673,5634;30051,40256;31038,67927;30568,50182;32081,45472;
Macao SAR, China;MAC;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47880,27373;47966,59174;52889,17106;54413,0003;55550,13133;56243,99446;54947,57914;53808,52465;50481,47731;48509,75262;50539,91922;51144,12416;54395,48399;59037,93655;72717,07455;76483,90759;84436,74642;94134,14132;94804,92406;93540,67015;114042,4953;135365,3874;144891,3419;157602,4825;151616,4024;116855,5337;113941,6698;122977,509;128437,323;122822,1245;55158,71273;64796,99514;
St. Martin (French part);MAF;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Morocco;MAR;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3595,33374;3789,995117;3649,871826;3565,513672;3883,276611;3617,813721;4003,989014;3882,959229;4103,550781;4089,883545;4111,650391;4353,847168;4431,303711;4636,992188;4797,675293;4889,109863;5189,35498;5302,170898;5543,088379;5703,028809;5841,878418;6064,432129;6160,998535;6352,433105;7462,152832;7687,690918;7632,185547;7921,619141;8072,086426;8217,598633;7545,995117;8058,396973;
Monaco;MCO;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moldova;MDA;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5694,435909;5370,512599;5479,19498;5122,804594;4958,034025;5072,841545;5394,334537;5828,574812;6230,782108;6708,439285;7229,140711;7597,224557;7843,294623;8471,181099;7972,970799;8547,580779;9050,125978;8997,933822;9814,323155;10311,28769;10355,5395;10938,58477;11651,18635;12367,76383;13030,18304;12201,7783;14009,22602;
Madagascar;MDG;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1808,743539;1644,510048;1614,09342;1597,769443;1547,646046;1524,493596;1508,570196;1515,446552;1526,065918;1549,030804;1569,621338;1614,385733;1372,808526;1463,567922;1496,070071;1522,069667;1557,967062;1599,436225;1657,823589;1546,370681;1511,98673;1493,442482;1497,009522;1491,07411;1500,910595;1508,37444;1528,561709;1548,156425;1557,322546;1585,471651;1436,20695;1463,628733;
Maldives;MDV;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10430,78865;11010,30939;11704,31456;12362,96739;12922,79957;13210,96499;12477,22486;13156,99201;14717,2427;15351,69553;13124,05681;16162,28238;16834,74439;17788,32575;15927,79593;16492,53122;17290,20906;17126,3408;17768,60856;18338,3232;18051,07028;18406,26835;18973,56896;19789,48971;20574,40443;13419,33455;18765,21635;
Middle East & North Africa;MEA;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10649,23204;10844,72207;11024,32243;10950,86299;10924,22002;10960,97995;11264,65229;11397,53962;11668,53354;11656,7574;12156,5332;12100,50814;12081,1956;12502,79017;13188,0348;13549,31915;13977,6683;14372,23661;14661,36084;14422,75714;14801,53602;15003,23252;15371,93214;15355,27236;15553,19467;15705,29209;16114,03002;16126,45066;16154,11368;16030,77058;15318,59618;15779,07536;
Mexico;MEX;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15355,62755;15689,65878;15931,48289;15930,48391;16402,25816;15087,58963;15825,09375;16618,91325;17184,94319;17370,81291;17942,78035;17596,78674;17324,35365;17315,455;17731,80283;17883,53541;18434,88654;18610,73143;18586,47129;17387,66191;18036,71759;18432,36879;18838,7839;18844,03034;19141,92066;19542,88989;19830,96249;20032,40861;20278,21631;20064,5005;18327,99076;19086,10468;
Marshall Islands;MHL;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3426,381082;3356,069445;3523,679879;3664,420915;3810,056258;4052,889723;3576,353935;3293,433745;3216,926136;3137,014849;3156,62437;3360,385476;3480,803174;3424,746246;3473,906593;3541,875688;3557,493619;3689,735603;3421,659701;3562,108548;3767,676065;3787,654608;3793,694027;3998,472057;4026,854815;4195,834375;4376,16893;4634,936846;4955,129522;5647,066917;5710,97293;5961,816514;
Middle income;MIC;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4587,520378;4545,828713;4496,971354;4523,099474;4541,40544;4624,480841;4783,187863;4930,533204;4952,918253;5070,525054;5287,629915;5406,145259;5580,9226;5840,721538;6200,21956;6548,839135;6976,2112;7469,707193;7777,685819;7881,575387;8372,081052;8758,942718;9109,993878;9458,559627;9789,336773;10088,99489;10436,08789;10844,90418;11245,802;11555,17745;11236,20414;11891,61664;
North Macedonia;MKD;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11111,24564;10463,92683;9867,368034;9226,959752;9130,738105;9022,101482;9082,04612;9200,632051;9461,019213;9824,461796;10224,71536;9869,541139;10089,97306;10280,56419;10730,53303;11213,66887;11770,22655;12511,74319;13174,85936;13103,45905;13515,01482;13807,49922;13727,8066;14108,92589;14596,63596;15139,28876;15553,47748;15706,4827;16145,57551;16773,08172;15779,73019;16464,37648;
Mali;MLI;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1336,571905;1464,26279;1388,730852;1403,252727;1425,511741;1408,29122;1476,287785;1513,607496;1588,172539;1633,117588;1585,348078;1774,682365;1773,345084;1873,988915;1842,056379;1898,623687;1922,526179;1925,063438;1951,773774;1980,059221;2018,601455;2017,144156;1942,7395;1930,134951;2002,372928;2060,098549;2112,187075;2153,845638;2185,575591;2219,046743;2123,828202;2120,623301;
